id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,cheri_expectation,rationale,sqlite_assessment,verification,source,notes
fossil:0d1055a5da8274a5,2019,test code,use-after-free,,,,0d1055a5da8274a5,,UNKNOWN,UNKNOWN,,Fix a use - after - free problem in the test suite. No changes to production code,unverified,https://sqlite.org/src/info/0d1055a5da8274a5,"Check-in date 2019-11-20; branch/tags: trunk. Affects test/tool code, not the library."
fossil:3a275b5848767b61,2026,VDBE,heap-oob-read,vdbeIsMatchingIndexKey(),,,3a275b5848767b61,,UNKNOWN,UNKNOWN,,Take care not to overread the record header when decoding the record in vdbeIsMatchingIndexKey(),unverified,https://sqlite.org/src/info/3a275b5848767b61,Check-in date 2026-03-18; branch/tags: idxdelete-tolerance.
fossil:869a51ae84dfaaf8,2026,session extension,heap-oob-read,,C-API-misuse,,869a51ae84dfaaf8,,direct-malloc,CAUGHT-candidate,session allocates via sqlite3_malloc,Fix a buffer overread in the session module that could occur when processing a corrupt changeset,arena-inferred-from-file,https://sqlite.org/src/info/869a51ae84dfaaf8,Check-in date 2026-05-21; branch/tags: trunk.
fossil:35e40d75754ec6fb,2021,btree,uninitialized-read,defragmentPage(),corrupt-db-file,,35e40d75754ec6fb,,UNKNOWN,UNKNOWN,,Avoid use of uninitialized memory while running defragmentPage() on a corrupt database file. dbsqlfuzz 4c45cecc0b255aaf2ea85453ccd17e814fd0b6b2,unverified,https://sqlite.org/src/info/35e40d75754ec6fb,Check-in date 2021-06-07; branch/tags: trunk.
fossil:7dcd9cfedc521d34,2023,JSON,uninitialized-read,json_insert(),,,7dcd9cfedc521d34,,UNKNOWN,UNKNOWN,,Fix the use of an uninitialized value that occurs when doing a json_insert() of a string value that contains embedded U+0000 characters,unverified,https://sqlite.org/src/info/7dcd9cfedc521d34,Check-in date 2023-10-11; branch/tags: branch-3.43.
sqlite-testing.html-4.1.3-dbsqlfuzz,2018-2026,whole library + database file parser,,,"corrupt-db-file + mutated SQL simultaneously; dbsqlfuzz (libFuzzer + custom Structure-Aware Mutator), plus 'jfuzz' since late Jan 2024 which generates corrupt JSONB blobs for the JSON SQL functions",NO. dbsqlfuzz is proprietary and its inputs are not published; only distilled cases reach test/fuzzdata*.db.,,,UNKNOWN,UNKNOWN,,"Verbatim: 'The SQLite developers keep dbsqlfuzz running against trunk in about 16 cores at all times. Each instance of dbsqlfuzz program is able to evaluate about 400 test cases per second, meaning that about 500 million cases are checked every day.' And: 'Since dbsqlfuzz has been added to the SQLite internal test suite, bug reports from external fuzzers such as OSSFuzz have all but stopped.'",unverified,https://www.sqlite.org/testing.html,"AGGREGATE entry. This is the single most important framing fact for a blind-spot study: SQLite's residual memory-safety defect rate is set by dbsqlfuzz (~5e8 cases/day, in-house, private corpus), not by OSS-Fuzz. It also explains why OSS-Fuzz issue volume for the sqlite3 project is low from 2020 onward."
fossil:0819fe670f9ceec7,2025,zipfile extension,heap-oob-read,,,,0819fe670f9ceec7,,direct-malloc,CAUGHT-candidate,zipfile allocates via sqlite3_malloc,Fix another potential buffer overread in the zipfile extension,arena-inferred-from-file,https://sqlite.org/src/info/0819fe670f9ceec7,Check-in date 2025-09-30; branch/tags: trunk.
fossil:e01fdbf9f700e1bd,2019,FTS3,heap-oob-read,,corrupt-db-file,,e01fdbf9f700e1bd,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Fix a buffer overread that could occur in fts3 with corrupt %_stat records,arena-inferred-from-file,https://sqlite.org/src/info/e01fdbf9f700e1bd,Check-in date 2019-12-04; branch/tags: trunk.
fossil:4bb2c1df105c2d21,2016,sorter,uninitialized-read,,,,4bb2c1df105c2d21,,UNKNOWN,UNKNOWN,,Fix a harmless use of an uninitialized variable following system errors in the multi-threaded sorter,unverified,https://sqlite.org/src/info/4bb2c1df105c2d21,Check-in date 2016-01-12; branch/tags: trunk. Marked harmless/valgrind-level by the developers.
changes:3.41.2-overreads,2023,core/CLI/recovery/FTS3,heap-oob-read,,corrupt-db-file,,,3.41.2 (2023-03-22),direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Multiple fixes for reads past the end of memory buffers (NB: reads not writes) in the following circumstances: when processing a corrupt database file using the non-standard SQLITE_ENABLE_STAT4 compile-time option; in the CLI when the sqlite3_error_offset() routine returns an out-of-range value; in the recovery extension; in FTS3 when processing a corrupt database file.,arena-inferred-from-file,https://www.sqlite.org/changes.html,"Umbrella changelog item; individual fossil fixes include 78836713c965066c (recovery ext) and 02ac2297abee6af6 (fts3), 2023-03-17/18."
changes:3.39.4-fts3,2022,FTS3,integer-overflow,,,,,3.39.4 (2022-09-29),direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Fix a possible integer overflow in the size computation for a memory allocation in FTS3.,arena-inferred-from-file,https://www.sqlite.org/changes.html,Integer overflow in allocation sizing (memory-relevant).
fossil:ac402cc551b2cbe3,2024,JSON,heap-oob-read,,corrupt-db-file,,ac402cc551b2cbe3,,UNKNOWN,UNKNOWN,,Avoid a potential buffer overread when handling corrupt json blobs,unverified,https://sqlite.org/src/info/ac402cc551b2cbe3,Check-in date 2024-01-29; branch/tags: branch-3.45.
sqlite-checkin-a3b02db746,2018,VDBE register allocation,uninitialized-read,VDBE register access,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",a3b02db746,,UNKNOWN,UNKNOWN,,"Uninitialized *virtual machine register* read, not a raw C uninitialized read: CHERI-relevant only insofar as the register array is a heap object; the read is in-bounds.",unverified,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/a3b02db746,"SQLite check-in comment, verbatim: ""Fix an instance where an uninitialized VM register might be accessed. Fix for [093420fc0]. This problem was found by OSSFuzz."""
fossil:ae9c99b904a8d1b9,2026,zipfile extension,heap-overflow-write,,,,ae9c99b904a8d1b9,,direct-malloc,CAUGHT-candidate,zipfile allocates via sqlite3_malloc,Fix an integer overflow that could lead to a buffer overrun in the zipfile extension. Bug 2026-06-01T10:16:47Z,arena-inferred-from-file,https://sqlite.org/src/info/ae9c99b904a8d1b9,Check-in date 2026-06-01; branch/tags: branch-3.53.
fossil:e1724f1d618cfbcf,2019,FTS3,heap-overflow-write,,corrupt-db-file,,e1724f1d618cfbcf,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Fix another instance in fts3 where a corrupt record can cause a buffer overflow,arena-inferred-from-file,https://sqlite.org/src/info/e1724f1d618cfbcf,Check-in date 2019-04-24; branch/tags: trunk.
fossil:b558db5db7e7c9ac,2024,test code,heap-oob-read,,,,b558db5db7e7c9ac,,UNKNOWN,UNKNOWN,,Fix a buffer overread in test code. Add test configurations for ENABLE_SETLK=1 and FOR_WINRT=1 builds to release testing,unverified,https://sqlite.org/src/info/b558db5db7e7c9ac,"Check-in date 2024-12-12; branch/tags: win32-enable-setlk. Affects test/tool code, not the library."
fossil:e018f4bf1f27f783,2015,CLI shell,heap-oob-read,,,,e018f4bf1f27f783,,n/a,N/A-not-heap,not library heap memory,Fix a potential one-byte buffer overread in the command-line shell,arena-inferred-from-file,https://sqlite.org/src/info/e018f4bf1f27f783,Check-in date 2015-04-15; branch/tags: trunk.
fossil:a93b7a344a713a9e,2008,core,uninitialized-read,,,,a93b7a344a713a9e,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Avoid the use of uninitialized variables in sqlite3GenerateRowIndexDelete. Ticket #3048. (CVS 4991),arena-inferred-from-file,https://sqlite.org/src/info/a93b7a344a713a9e,Check-in date 2008-04-11; branch/tags: trunk.
fossil:6db4703f1178fc80,2025,core,uninitialized-read,,fuzzer-input,,6db4703f1178fc80,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix an uninitialized variable added yesterday by [d27d34fb746280e7]. This problem was discovered overnight by OSSFuzz,arena-inferred-from-file,https://sqlite.org/src/info/6db4703f1178fc80,Check-in date 2025-07-03; branch/tags: trunk.
fossil:e54efd60c20bbfc5,2019,FTS3,heap-oob-read,,corrupt-db-file,,e54efd60c20bbfc5,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Fix a buffer overread in fts3 caused by a corrupt record,arena-inferred-from-file,https://sqlite.org/src/info/e54efd60c20bbfc5,Check-in date 2019-01-15; branch/tags: trunk.
fossil:e02f25560216c7c9,2010,os_unix VFS,uninitialized-read,memcmp(),,,e02f25560216c7c9,,UNKNOWN,UNKNOWN,,Fix a case in os_unix.c where two structures that might have uninitialized padding bytes are compared using memcmp(),unverified,https://sqlite.org/src/info/e02f25560216c7c9,Check-in date 2010-01-05; branch/tags: trunk.
fossil:c9a30e117f2c6c9e,2016,FTS5,heap-oob-read,,corrupt-db-file,,c9a30e117f2c6c9e,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Fix a problem in fts5 where a corrupt db could lead to a (huge) buffer overread,arena-inferred-from-file,https://sqlite.org/src/info/c9a30e117f2c6c9e,Check-in date 2016-02-29; branch/tags: trunk.
sqlite-checkin-078dbff04a,2021,resolve.c,integer-overflow,,"fuzzer-input via OSS-Fuzz project sqlite3, fuzz target 'ossfuzz' (test/ossfuzz.c) unless stated otherwise","NO public downloadable testcase located. The OSS-Fuzz issue number is not cited in the check-in, and OSS-Fuzz issues are not enumerable anonymously (see notes on the C-ossfuzz summary). Where the check-in says 'Test case in TH3', the reproducer is in SQLite's proprietary TH3 suite and is NOT public; other historical fuzzer cases are bundled anonymously into test/fuzzdata*.db and replayed by fuzzcheck.",078dbff04a,,UNKNOWN,UNKNOWN,,Follow-up 864772ffec (2021-02-06) notes the patch had been mistakenly applied to the amalgamation sqlite3.c rather than resolve.c and had to be re-landed.,unverified,https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci (fetched; the check-in comment is quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/078dbff04a,"SQLite check-in comment, verbatim: ""Remove unreachable code. Fix a shift UB problem introduced yesterday and discovered by OSSFuzz."""
fossil:9c018b02dbfb071c,2026,FTS5,use-after-free,,,,9c018b02dbfb071c,,direct-malloc,CAUGHT-candidate,fts5 allocates via sqlite3_malloc,Avoid a potential use - after - free in fts5. Report 2026-06-08T08:45:27Z,arena-inferred-from-file,https://sqlite.org/src/info/9c018b02dbfb071c,Check-in date 2026-06-08; branch/tags: trunk.
fossil:1660d7733eb443ab,2019,FTS3,heap-oob-read,,corrupt-db-file,,1660d7733eb443ab,,direct-malloc,CAUGHT-candidate,fts3 allocates via sqlite3_malloc,Fix a buffer overread that could in fts3 when dealing with corrupt records,arena-inferred-from-file,https://sqlite.org/src/info/1660d7733eb443ab,Check-in date 2019-05-22; branch/tags: trunk.
fossil:86944f193f1f06b6,2016,core,use-after-free,,,,86944f193f1f06b6,,lookaside?,ARENA-DECIDES,"core, but no file named -- needs tracing",Fix two harmless compiler warnings about comparisons of dangling pointers,arena-inferred-from-file,https://sqlite.org/src/info/86944f193f1f06b6,Check-in date 2016-01-19; branch/tags: trunk. Marked harmless/valgrind-level by the developers.
component-survey:stmt-lifecycle,,vdbe/stmt-lifecycle,,sqlite3_step / sqlite3_reset / sqlite3_finalize / sqlite3_column_* / automatic reprepare,C-API-misuse,,,,lookaside,BLINDSPOT-candidate,prepare.c allocates via the connection allocator,"Not applicable: upstream treats these as documented API contracts, not bugs.",arena-inferred-from-file,https://sqlite.org/c3ref/column_blob.html,"NEGATIVE RESULT, and the most useful one in this file. For the STATEMENT LIFECYCLE specifically -- sqlite3_stmt reuse, finalize, reset, automatic reprepare, sqlite3_column_* pointer lifetime -- there is NO upstream SQLite memory-safety CVE. WHERE I LOOKED: complete NVD dump of 264 'sqlite' CVEs (2006-01 to 2026-08-31) grepped for 'reprepare' (0 hits), 'sqlite3_finalize' (0), 'sqlite3_reset' (1 hit: CVE-2026-58041, Node.js node:sqlite, NOT upstream), 'sqlite3_column' (1 hit: CVE-2021-28305, the Rust diesel crate, NOT upstream); plus the full text of sqlite.org/cves.html. POSITIVE CONTROL: the same corpus does return upstream VDBE bugs (CVE-2015-3415 in sqlite3VdbeExec, CVE-2018-8740 in prepare.c), so the query reaches this area. WHY THE ZERO IS REAL AND INTERESTING: SQLite DOCUMENTS the invalidation rule rather than defending it -- a sqlite3_column_text() pointer 'is valid until either the prepared statement is destroyed by sqlite3_finalize() or until the statement is automatically reprepared by the first call to sqlite3_step() ... or until the next call to sqlite3_column_name()'. Every defect of this shape is therefore filed against the CALLER. Our own corpus is the evidence: all 19 rows in capstone/benchmarks/sqlite/cve-repros/ are binding-level (CPython, rusqlite, PHP, Ruby, Go, node, diesel) -- see for instance CVE-2021-28305 (diesel caches a column name across sqlite3_step) and CVE-2026-58041 (node:sqlite iterator outlives a sqlite3_reset). This is a pure attribution boundary, not a safety property: the dangling pointer is handed out by SQLite and dereferenced by the host. The VDBE is CORE and present in every build including ours; this component IS reachable in our binary. || NEGATIVE RESULT, and the most useful one in this file. For the STATEMENT LIFECYCLE specifically -- sqlite3_stmt reuse, finalize, reset, automatic reprepare, sqlite3_column_* pointer lifetime -- there is NO upstream SQLite memory-safety CVE. WHERE I LOOKED: complete NVD dump of 264 'sqlite' CVEs (2006-01 to 2026-08-31) grepped for 'reprepare' (0 hits), 'sqlite3_finalize' (0), 'sqlite3_reset' (1 hit: CVE-2026-58041, Node.js node:sqlite, NOT upstream), 'sqlite3_column' (1 hit: CVE-2021-28305, the Rust diesel crate, NOT upstream); plus the full text of sqlite.org/cves.html. POSITIVE CONTROL: the same corpus does return upstream VDBE bugs (CVE-2015-3415 in sqlite3VdbeExec, CVE-2018-8740 in prepare.c), so the query reaches this area. The zero is now CONFIRMED by forum search too: 'reprepare crash' and 'use-after-free sqlite3_column' both return a literal 'No matches' line, and the two reports of exactly this shape that do exist were both REFUTED. (a) An alleged UAF/double-free via sqlite3_stmt_status() with an out-of-range opcode in vdbeapi.c: upstream verdict, verbatim, 'No actual UAF or UB is being induced because the underlying sqlite3_free() is not being called more than once on the same memory block' -- sqlite3DbFreeNN() does not call free() when db->pnBytesFreed is set; the reporter withdrew (https://sqlite.org/forum/forumpost/67f86ef3fce47b74e1c2e8c70fc975c7aa69d8541a27b112977a681ccf9b8c4f). (b) An alleged sqlite3_prepare_v2() segfault was the reporter's own heap corruption, confirmed by them. WHY THE ZERO IS REAL AND INTERESTING: SQLite DOCUMENTS the invalidation rule rather than defending it -- a sqlite3_column_text() pointer 'is valid until either the prepared statement is destroyed by sqlite3_finalize() or until the statement is automatically reprepared by the first call to sqlite3_step() ... or until the next call to sqlite3_column_name()'. Every defect of this shape is therefore filed against the CALLER. Our own corpus is the evidence: all 19 rows in capstone/benchmarks/sqlite/cve-repros/ are binding-level (CPython, rusqlite, PHP, Ruby, Go, node, diesel) -- see for instance CVE-2021-28305 (diesel caches a column name across sqlite3_step) and CVE-2026-58041 (node:sqlite iterator outlives a sqlite3_reset). This is a pure attribution boundary, not a safety property: the dangling pointer is handed out by SQLite and dereferenced by the host. The VDBE is CORE and present in every build including ours; this component IS reachable in our binary."
